iata,type,name_en,iana timezone
GEN,airport,Oslo - Gardermoen Airport,Europe/Oslo
GLL,city,Gol,Europe/Oslo
GLL,airport,Klanten Airport,Europe/Oslo
HAA,airport,Hasvik,Europe/Oslo
HAA,city,Hasvik,Europe/Oslo
HAU,airport,Haugesund,Europe/Oslo
HAU,city,Haugesund,Europe/Oslo
HFT,airport,Hammerfest,Europe/Oslo
HFT,city,Hammerfest,Europe/Oslo
HMR,city,Hamar,Europe/Oslo
HMR,airport,Hamar Airport,Europe/Oslo
HOV,airport,Hovden,Europe/Oslo
HOV,city,Orsta-Volda,Europe/Oslo
HVG,airport,Valan,Europe/Oslo
HVG,city,Honningsvag,Europe/Oslo
KKN,airport,Hoeybuktmoen,Europe/Oslo
KKN,city,Kirkenes,Europe/Oslo
KRS,airport,Kjevik,Europe/Oslo
KRS,city,Kristiansand,Europe/Oslo
KSU,city,Kristiansund,Europe/Oslo
KSU,airport,Kvernberget,Europe/Oslo
LKL,airport,Banak,Europe/Oslo
LKL,city,Lakselv,Europe/Oslo
LKN,city,Leknes,Europe/Oslo
LKN,airport,Leknes,Europe/Oslo
LYR,city,Longyearbyen,Europe/Oslo
LYR,airport,Svalbard,Europe/Oslo
MEH,city,Mehamn,Europe/Oslo
MEH,airport,Mehamn,Europe/Oslo
MOL,airport,Aro,Europe/Oslo
MOL,city,Molde,Europe/Oslo
MQN,airport,Mo I Rana,Europe/Oslo
MQN,city,Mo I Rana,Europe/Oslo
NTB,city,Notodden,Europe/Oslo
NTB,airport,Notodden,Europe/Oslo
NVK,airport,Framnes,Europe/Oslo
NVK,city,Narvik,Europe/Oslo
OLA,airport,Orland,Europe/Oslo
OLA,city,Orland,Europe/Oslo
OSL,airport,Gardermoen,Europe/Oslo
OSL,city,Oslo,Europe/Oslo
OSY,airport,Namsos,Europe/Oslo
OSY,city,Namsos,Europe/Oslo
SDN,city,Sandane,Europe/Oslo
SDN,airport,Sandane,Europe/Oslo
SKE,airport,Skien,Europe/Oslo
SKE,city,Skien,Europe/Oslo
SKN,airport,Skagen,Europe/Oslo
SKN,city,Stokmarknes,Europe/Oslo
SOG,airport,Haukasen,Europe/Oslo
SOG,city,Sogndal,Europe/Oslo
SOJ,city,Sorkjosen,Europe/Oslo
SOJ,airport,Sorkjosen,Europe/Oslo
SRP,city,Stord,Europe/Oslo
SRP,airport,Stord Airport,Europe/Oslo
SSJ,city,Sandnessjoen,Europe/Oslo
SSJ,airport,Stokka,Europe/Oslo
SVG,airport,Sola,Europe/Oslo
SVG,city,Stavanger,Europe/Oslo
SVJ,airport,Helle,Europe/Oslo
SVJ,city,Svolvaer,Europe/Oslo
TOS,airport,Tromso/langnes,Europe/Oslo
TOS,city,Tromso,Europe/Oslo
TRD,airport,Ví_rnes,Europe/Oslo
TRD,city,Trondheim,Europe/Oslo
TRF,airport,Sandefjord,Europe/Oslo
VAW,airport,Vardoe,Europe/Oslo
VAW,city,Vardoe,Europe/Oslo
VDB,airport,Valdres Lufthavn Leirin,Europe/Oslo
VDB,city,Fagernes,Europe/Oslo
VDS,airport,Vadso,Europe/Oslo
VDS,city,Vadso,Europe/Oslo
VIK,city,Kavik,Europe/Oslo
VIK,airport,Airstrip,Europe/Oslo
VRY,airport,Stolport (Not operational),Europe/Oslo
VRY,city,Vaeroy,Europe/Oslo
AAQ,airport,Anapa,Europe/Moscow
AAQ,city,Anapa,Europe/Moscow
AER,airport,Adler,Europe/Moscow
AER,city,Adler,Europe/Moscow
AMV,city,Amderma,Europe/Moscow
AMV,airport,Amderma,Europe/Moscow
ARH,airport,Arkhangelsk,Europe/Moscow
ARH,city,Arkhangelsk,Europe/Moscow
BKA,airport,Bykovo,Europe/Moscow
BZK,city,Briansk,Europe/Moscow
BZK,airport,Briansk,Europe/Moscow
BZY,city,Beltsy,Europe/Moscow
BZY,airport,Beltsy,Europe/Moscow
CEE,airport,Cherepovets,Europe/Moscow
CEE,city,Cherepovets,Europe/Moscow
CSY,airport,Cheboksary,Europe/Moscow
CSY,city,Cheboksary,Europe/Moscow
DME,airport,Domodedovo,Europe/Moscow
EGO,airport,Belgorod,Europe/Moscow
EGO,city,Belgorod,Europe/Moscow
ESL,airport,Elista,Europe/Moscow
ESL,city,Elista,Europe/Moscow
GDZ,airport,Gelendzik,Europe/Moscow
GDZ,city,Gelendzik,Europe/Moscow
GOJ,airport,Nizhniy Novgorod,Europe/Moscow
GOJ,city,Nizhniy Novgorod,Europe/Moscow
GRV,airport,Groznyj,Europe/Moscow
GRV,city,Groznyj,Europe/Moscow
IAR,city,Yaroslavl,Europe/Moscow
IAR,airport,Yaroslavl,Europe/Moscow
IFO,airport,Ivano-Frankovsk,Europe/Moscow
IFO,city,Ivano-Frankovsk,Europe/Moscow
INA,city,Inta,Europe/Moscow
INA,airport,Inta,Europe/Moscow
IWA,city,Ivanova,Europe/Moscow
IWA,airport,Ivanova,Europe/Moscow
JOK,airport,Yoshkar-Ola,Europe/Moscow
JOK,city,Yoshkar-Ola,Europe/Moscow
KHU,city,Kremenchug,Europe/Moscow
KHU,airport,Kremenchug,Europe/Moscow
KLD,city,Tver,Europe/Moscow
KLD,airport,Migalovo,Europe/Moscow
KLF,city,Kaluga,Europe/Moscow
KLF,airport,Kaluga,Europe/Moscow
KMW,city,Kostroma,Europe/Moscow
KMW,airport,Kostroma,Europe/Moscow
KRR,airport,Pashkovsky,Europe/Moscow
KRR,city,Krasnodar,Europe/Moscow
KSZ,airport,Kotlas,Europe/Moscow
KSZ,city,Kotlas,Europe/Moscow
KVK,city,Kirovsk,Europe/Moscow
KVK,airport,Kirovsk,Europe/Moscow
KZN,city,Kazan,Europe/Moscow
KZN,airport,Kazan,Europe/Moscow
LED,city,St Petersburg,Europe/Moscow
LED,airport,Pulkovo,Europe/Moscow
LNX,city,Smolensk,Europe/Moscow
LNX,airport,Smolensk,Europe/Moscow
LPK,airport,Lipetsk,Europe/Moscow
LPK,city,Lipetsk,Europe/Moscow
MCX,airport,Makhachkala,Europe/Moscow
MCX,city,Makhachkala,Europe/Moscow
MKD,city,Chagni,Europe/Moscow
MKD,airport,Chagni,Europe/Moscow
MMK,airport,Murmansk,Europe/Moscow
MMK,city,Murmansk,Europe/Moscow
MOW,city,Moscow,Europe/Moscow
MRV,city,Mineralnye Vody,Europe/Moscow
MRV,airport,Mineralnye Vodyj,Europe/Moscow
NAL,airport,Nalchik,Europe/Moscow
NAL,city,Nalchik,Europe/Moscow
NBC,airport,Naberevnye Chelny,Europe/Moscow
NBC,city,Naberevnye Chelny,Europe/Moscow
NLV,airport,Nikolaev (Mykolaiv),Europe/Moscow
NLV,city,Nikolaev,Europe/Moscow
NNM,airport,Naryan-Mar,Europe/Moscow
NNM,city,Naryan-Mar,Europe/Moscow
NVR,city,Novgorod,Europe/Moscow
NVR,airport,Novgorod,Europe/Moscow
OGZ,airport,Vladikavkaz,Europe/Moscow
OGZ,city,Vladikavkaz,Europe/Moscow
PES,airport,Petrozavodsk,Europe/Moscow
PES,city,Petrozavodsk,Europe/Moscow
PEX,city,Pechora,Europe/Moscow
PEX,airport,Pechora,Europe/Moscow
PEZ,city,Penza,Europe/Moscow
PEZ,airport,Penza,Europe/Moscow
PKV,city,Pskov,Europe/Moscow
PKV,airport,Pskov,Europe/Moscow
PSH,city,St Peter,Europe/Moscow
PSH,airport,St Peter,Europe/Moscow
RKI,city,Rokot,Europe/Moscow
RKI,airport,Rokot,Europe/Moscow
ROV,city,Rostov-on-Don,Europe/Moscow
ROV,airport,Rostov-on-Don,Europe/Moscow
RVH,airport,Rzhevka,Europe/Moscow
RYB,city,Rybinsk,Europe/Moscow
RYB,airport,Rybinsk,Europe/Moscow
RZN,city,Ryazan,Europe/Moscow
RZN,airport,Ryazan,Europe/Moscow
SCW,airport,Syktyvkar,Europe/Moscow
SCW,city,Syktyvkar,Europe/Moscow
SKX,airport,Saransk,Europe/Moscow
SKX,city,Saransk,Europe/Moscow
STP,city,St Paul,Europe/Moscow
STP,airport,Downtown,Europe/Moscow
STW,airport,Stavropol,Europe/Moscow
STW,city,Stavropol,Europe/Moscow
SVO,airport,Sheremetyevo,Europe/Moscow
TBW,airport,Tambov,Europe/Moscow
TBW,city,Tambov,Europe/Moscow
TGK,city,Taganrog,Europe/Moscow
TGK,airport,Yuzhny,Europe/Moscow
TYA,city,Tula,Europe/Moscow
TYA,airport,Tula,Europe/Moscow
UCK,city,Lutsk,Europe/Moscow
UCK,airport,Lutsk,Europe/Moscow
UCT,airport,Ukhta,Europe/Moscow
UCT,city,Ukhta,Europe/Moscow
ULV,city,Ulyanovsk,Europe/Moscow
URS,city,Kursk,Europe/Moscow
URS,airport,Kursk,Europe/Moscow
USK,airport,Usinsk,Europe/Moscow
USK,city,Usinsk,Europe/Moscow
UUA,city,Bugulma,Europe/Moscow
UUA,airport,Bugulma,Europe/Moscow
VGD,city,Vologda,Europe/Moscow
VGD,airport,Vologda,Europe/Moscow
VKO,airport,Vnukovo,Europe/Moscow
VKT,city,Vorkuta,Europe/Moscow
VKT,airport,Vorkuta,Europe/Moscow
VLK,city,Volgodonsk,Europe/Moscow
VLK,airport,Volgodonsk,Europe/Moscow
VLU,city,Velikiye Luki,Europe/Moscow
VLU,airport,Velikiye Luki,Europe/Moscow
VOZ,airport,Chertovitskoye,Europe/Moscow
VOZ,city,Voronezh,Europe/Moscow
VUS,airport,Velikij Ustyug,Europe/Moscow
VUS,city,Velikij Ustyug,Europe/Moscow
XRK,airport,Paveletskiy Railway.,Europe/Moscow
ZKD,airport,Leningradskiy Railway,Europe/Moscow
BQT,city,Brest,Europe/Minsk
BQT,airport,Brest,Europe/Minsk
GME,airport,Gomel,Europe/Minsk
GME,city,Gomel,Europe/Minsk
GNA,city,Grodna,Europe/Minsk
GNA,airport,Grodna,Europe/Minsk
MHP,airport,Minsk International 1,Europe/Minsk
MSQ,airport,Minsk International 2,Europe/Minsk
MSQ,city,Minsk,Europe/Minsk
MVQ,city,Mogilev,Europe/Minsk
MVQ,airport,Mogilev,Europe/Minsk
VTB,city,Vitebsk,Europe/Minsk
VTB,airport,Vitebsk,Europe/Minsk
GZM,city,Gozo,Europe/Malta
GZM,airport,Gozo Heliport,Europe/Malta
MLA,airport,Malta International,Europe/Malta
MLA,city,Gudja,Europe/Malta
NBL,city,San Blas,Europe/Malta
NBL,airport,San Blas,Europe/Malta
AGP,airport,Pablo Ruiz Picasso,Europe/Madrid
AGP,city,Malaga,Europe/Madrid
ALC,airport,Alicante El Altet,Europe/Madrid
ALC,city,Alicante,Europe/Madrid
BCN,airport,El Prat De Llobregat,Europe/Madrid
BCN,city,Barcelona,Europe/Madrid
BIO,airport,Sondica,Europe/Madrid
BIO,city,Bilbao,Europe/Madrid
BJZ,airport,Talaveral La Real,Europe/Madrid
BJZ,city,Badajoz,Europe/Madrid
EAS,airport,Donostia - San Sebastian,Europe/Madrid
EAS,city,San Sebastian,Europe/Madrid
GRO,airport,Girona-Costa Brava,Europe/Madrid
GRO,city,Gerona,Europe/Madrid
GRX,airport,Granada,Europe/Madrid
GRX,city,Granada,Europe/Madrid
IBZ,airport,Ibiza,Europe/Madrid
IBZ,city,Ibiza,Europe/Madrid
LCG,airport,La Coruna,Europe/Madrid
LCG,city,La Coruna,Europe/Madrid
LEI,airport,Almeria,Europe/Madrid
LEI,city,Almeria,Europe/Madrid
MAD,airport,Barajas,Europe/Madrid
MAD,city,Madrid,Europe/Madrid
MAH,city,Menorca,Europe/Madrid
MAH,airport,Mahon,Europe/Madrid
OVD,airport,Asturias,Europe/Madrid
OVD,city,Oviedo,Europe/Madrid
PMI,city,Palma Mallorca,Europe/Madrid
PMI,airport,Son Sant Joan Airport,Europe/Madrid
SLM,city,Salamanca,Europe/Madrid
SLM,airport,Matacan,Europe/Madrid
SPO,airport,San Pablo,Europe/Madrid
SVQ,airport,San Pablo,Europe/Madrid
SVQ,city,Sevilla,Europe/Madrid
TOJ,airport,Torrejon AFB,Europe/Madrid
VLC,airport,Valencia,Europe/Madrid
VLC,city,Valencia,Europe/Madrid
ZAZ,airport,Zaragoza,Europe/Madrid
ZAZ,city,Zaragoza,Europe/Madrid
LUX,city,Luxembourg,Europe/Luxembourg
LUX,airport,Findel,Europe/Luxembourg
ABZ,airport,Dyce,Europe/London
ABZ,city,Aberdeen,Europe/London
ACI,airport,The Blaye,Europe/London
ACI,city,Alderney,Europe/London
ADV,city,Andover,Europe/London
ADV,airport,Andover,Europe/London
ADX,city,St Andrews,Europe/London
ADX,airport,Leuchars,Europe/London
AYH,city,Alconbury,Europe/London
AYH,airport,RAF Station,Europe/London
BBP,city,Bembridge,Europe/London
BBP,airport,Bembridge,Europe/London
BBS,city,Yateley,Europe/London
BBS,airport,Blackbushe,Europe/London
BEB,airport,Benbecula,Europe/London
BEB,city,Benbecula,Europe/London
BEQ,airport,Honington,Europe/London
BEQ,city,Bury St Edmunds,Europe/London
BFS,airport,Aldergrove International Airport,Europe/London
BFS,city,Belfast,Europe/London
BHD,airport,George Best Belfast City,Europe/London
BHX,city,Birmingham,Europe/London
BHX,airport,Birmingham International Airport,Europe/London
BLK,airport,Blackpool Airport,Europe/London
BLK,city,Blackpool,Europe/London
BOH,airport,Bournemouth International,Europe/London
BOH,city,Bournemouth,Europe/London
BOL,city,Ballykelly,Europe/London
BOL,airport,Ballykelly,Europe/London
BQH,airport,Biggin Hill,Europe/London
BRF,city,Bradford,Europe/London
BRF,airport,Bradford,Europe/London
BRS,airport,Bristol,Europe/London
BRS,city,Bristol,Europe/London
BSH,city,Brighton,Europe/London
BSH,airport,Brighton,Europe/London
BUT,city,Burtonwood,Europe/London
BUT,airport,Burtonwood,Europe/London
BWY,city,Woodbridge,Europe/London
BWY,airport,Bentwaters St,Europe/London
CAL,airport,Machrihanish,Europe/London
CAL,city,Campbeltown,Europe/London
CAX,city,Carlisle,Europe/London
CAX,airport,Carlisle,Europe/London
CBG,city,Cambridge,Europe/London
CBG,airport,Cambridge,Europe/London
CEG,city,Chester,Europe/London
CEG,airport,Chester,Europe/London
COL,city,Isle Of Coll,Europe/London
COL,airport,Isle Of Coll,Europe/London
CRN,city,Cromarty,Europe/London
CRN,airport,Cromarty,Europe/London
CSA,city,Isle Of Colonsay,Europe/London
CSA,airport,Isle Of Colonsay,Europe/London
CVT,airport,West Midlands International,Europe/London
CVT,city,Coventry,Europe/London
CWL,city,Cardiff,Europe/London
CWL,airport,Cardiff,Europe/London
DND,city,Dundee,Europe/London
DND,airport,Dundee,Europe/London
DOC,city,Dornoch,Europe/London
DOC,airport,Dornoch,Europe/London
EDI,city,Edinburgh,Europe/London
EDI,airport,Edinburgh,Europe/London
ENK,city,Enniskillen,Europe/London
ENK,airport,Enniskillen St. Angelo,Europe/London
EOI,city,Eday,Europe/London
EOI,airport,Eday,Europe/London
ESH,city,Shoreham By Sea,Europe/London
ESH,airport,Shoreham,Europe/London
EWY,city,Newbury,Europe/London
EWY,airport,Greenham RAF,Europe/London
EXT,airport,Exeter,Europe/London
EXT,city,Exeter,Europe/London
FAB,city,Farnborough,Europe/London
FAB,airport,Farnborough,Europe/London
FEA,city,Fetlar,Europe/London
FEA,airport,Fetlar,Europe/London
FFD,city,Fairford,Europe/London
FFD,airport,RAF Station,Europe/London
FIE,city,Fair Isle,Europe/London
FIE,airport,Fair Isle,Europe/London
FKH,city,Fakenham,Europe/London
FKH,airport,Sculthorp RAF,Europe/London
FLH,city,Flotta,Europe/London
FLH,airport,Flotta,Europe/London
FSS,city,Forres,Europe/London
FSS,airport,Kinloss,Europe/London
FZO,airport,Filton,Europe/London
GLA,airport,Glasgow International,Europe/London
GLA,city,Glasgow,Europe/London
GLO,airport,Gloucestershire,Europe/London
GLO,city,Gloucester,Europe/London
GQJ,city,Machrihanish,Europe/London
GQJ,airport,RAF Station,Europe/London
GSY,airport,Binbrook,Europe/London
GSY,city,Grimsby,Europe/London
GXH,airport,NAF,Europe/London
HAW,city,Haverfordwest,Europe/London
HAW,airport,Haverfordwest,Europe/London
HEN,city,Hendon,Europe/London
HEN,airport,Hendon,Europe/London
HLS,city,St Helens,Europe/London
HLS,airport,St Helens,Europe/London
HLY,city,Holyhead,Europe/London
HLY,airport,Anglesey Airport,Europe/London
HOY,city,Hoy Island,Europe/London
HOY,airport,Hoy Island,Europe/London
HRT,city,Harrogate,Europe/London
HRT,airport,Linton-On-Ouse,Europe/London
HTF,city,Hatfield,Europe/London
HTF,airport,Hatfield,Europe/London
HUY,airport,Humberside International,Europe/London
HUY,city,Humberside,Europe/London
HYC,city,High Wycombe,Europe/London
HYC,airport,High Wycombe,Europe/London
IIA,city,Galloway,Europe/London
IIA,airport,Inishmaan,Europe/London
ILY,airport,Glenegedale,Europe/London
ILY,city,Islay,Europe/London
INV,airport,Inverness,Europe/London
INV,city,Inverness,Europe/London
IPW,city,Ipswich,Europe/London
IPW,airport,Ipswich,Europe/London
ISC,city,"St Marys, Isles Of Scilly",Europe/London
ISC,airport,St Marys,Europe/London
KNF,city,Kings Lynn,Europe/London
KNF,airport,Marham RAF,Europe/London
KOI,airport,Orkney Island,Europe/London
KOI,city,Orkney Island,Europe/London
KYN,city,Milton Keynes,Europe/London
KYN,airport,Milton Keynes,Europe/London
LBA,airport,Leeds/bradford,Europe/London
LBA,city,Leeds,Europe/London
LCY,airport,London City Airport,Europe/London
LDY,airport,Eglinton (City of Derry),Europe/London
LDY,city,Derry,Europe/London
LGW,airport,Gatwick,Europe/London
LHR,airport,Heathrow,Europe/London
LMO,city,Lossiemouth,Europe/London
LMO,airport,RAF Station,Europe/London
LON,city,London,Europe/London
LPL,city,Liverpool,Europe/London
LPL,airport,Liverpool John Lennon,Europe/London
LTN,airport,Luton Airport,Europe/London
LYE,city,Lyneham,Europe/London
LYE,airport,RAF Station,Europe/London
LYX,city,Lydd,Europe/London
LYX,airport,London Ashford International (Ferryfield),Europe/London
MAN,airport,Ringway International Airport,Europe/London
MAN,city,Manchester,Europe/London
MET,city,Moreton,Europe/London
MET,airport,Moreton,Europe/London
MHZ,city,Mildenhall,Europe/London
MHZ,airport,Mildenhall Airport,Europe/London
MME,city,Teesside,Europe/London
MME,airport,Tees Valley,Europe/London
MSE,city,Manston,Europe/London
MSE,airport,Kent International,Europe/London
NCL,city,Newcastle,Europe/London
NCL,airport,Newcastle Airport,Europe/London
NHT,city,Northolt,Europe/London
NHT,airport,Northolt,Europe/London
NQT,city,Nottingham,Europe/London
NQT,airport,Nottingham Airport,Europe/London
NQY,city,Newquay,Europe/London
NQY,airport,Newquay Cornwall Airport,Europe/London
NRL,city,North Ronaldsay,Europe/London
NRL,airport,North Ronaldsay,Europe/London
NWI,airport,Norwich International Airport,Europe/London
NWI,city,Norwich,Europe/London
OBN,city,Oban,Europe/London
OBN,airport,Oban Airport,Europe/London
ODH,city,Odiham,Europe/London
ODH,airport,RAF Station,Europe/London
OKH,city,Oakham,Europe/London
OKH,airport,Cottesmor RAF,Europe/London
ORM,city,Northampton,Europe/London
ORM,airport,Northampton,Europe/London
OUK,city,Outer Skerries,Europe/London
OUK,airport,Outer Skerries,Europe/London
OXF,airport,Oxford (Kidlington),Europe/London
OXF,city,Oxford,Europe/London
PLH,city,Plymouth,Europe/London
PLH,airport,Plymouth,Europe/London
PME,city,Portsmouth,Europe/London
PME,airport,Portsmouth,Europe/London
PPW,city,Papa Westray,Europe/London
PPW,airport,Papa Westray,Europe/London
PSL,city,Perth,Europe/London
PSL,airport,Perth,Europe/London
PSV,city,Papa Stour,Europe/London
PSV,airport,Papa Stour,Europe/London
PZE,airport,Penzance,Europe/London
PZE,city,Penzance,Europe/London
QQW,airport,London-Waterloo,Europe/London
RCS,city,Rochester,Europe/London
RCS,airport,Rochester,Europe/London
SDZ,city,Shetland Islands,Europe/London
SKL,city,Isle Of Skye,Europe/London
SKL,airport,Broadford,Europe/London
SMK,city,St Michael,Europe/London
SMK,airport,St Michael,Europe/London
SOU,city,Eastleigh near Southampton,Europe/London
SOU,airport,Southampton Airport,Europe/London
SOY,city,Stronsay,Europe/London
SOY,airport,Stronsay,Europe/London
SQZ,city,Scampton,Europe/London
SQZ,airport,RAF Station,Europe/London
STN,airport,Stansted,Europe/London
STQ,city,St Marys,Europe/London
STQ,airport,St Marys,Europe/London
SWS,airport,Fairwood Comm,Europe/London
SWS,city,Swansea,Europe/London
SYY,airport,Stornoway,Europe/London
SYY,city,Stornoway,Europe/London
SZD,city,Sheffield,Europe/London
SZD,airport,Sheffield City,Europe/London
TRE,airport,Tiree,Europe/London
TRE,city,Tiree,Europe/London
UHF,city,Upper Heyford,Europe/London
UHF,airport,RAF Station,Europe/London
UNT,airport,Baltasound,Europe/London
UNT,city,Unst Shetland Island,Europe/London
UPV,city,Upavon,Europe/London
UPV,airport,Upavon,Europe/London
WEM,city,West Malling,Europe/London
WEM,airport,West Malling,Europe/London
WHS,city,Whalsay,Europe/London
WHS,airport,Whalsay,Europe/London
WIC,airport,Wick,Europe/London
WIC,city,Wick,Europe/London
WOB,city,Suttonheath,Europe/London
WOB,airport,Woodbridge RAF,Europe/London
WRY,city,Westray,Europe/London
WRY,airport,Westray,Europe/London
WTN,city,Waddington,Europe/London
WTN,airport,RAF Station,Europe/London
WXF,city,Braintree,Europe/London
WXF,airport,Weathersfield Raf,Europe/London
XSM,city,St Marys,Europe/London
XSM,airport,St Marys,Europe/London
YEO,city,Yeovilton,Europe/London
YEO,airport,Yeovilton,Europe/London
YSL,city,St Leonard,Europe/London
YSL,airport,St Leonard,Europe/London
ZDU,airport,ScotRailway,Europe/London
ZEP,airport,Victoria Railway,Europe/London
ZIV,airport,ScotRailway,Europe/London
ZLX,airport,British RailwayTerminal,Europe/London
LJU,airport,Brnik,Europe/Ljubljana
LJU,city,Ljubljana,Europe/Ljubljana
MBX,city,Maribor,Europe/Ljubljana
MBX,airport,Maribor International Airport,Europe/Ljubljana
POW,city,Portoroz,Europe/Ljubljana
POW,airport,Portoroz,Europe/Ljubljana
BGC,city,Braganca,Europe/Lisbon
BGC,airport,Braganca,Europe/Lisbon
BGZ,city,Braga,Europe/Lisbon
BGZ,airport,Braga,Europe/Lisbon
CBP,city,Coimbra,Europe/Lisbon
CBP,airport,Coimbra,Europe/Lisbon
CHV,city,Chaves,Europe/Lisbon
CHV,airport,Chaves,Europe/Lisbon
COV,city,Covilha,Europe/Lisbon
COV,airport,Covilha,Europe/Lisbon
FAO,airport,Faro,Europe/Lisbon
FAO,city,Faro,Europe/Lisbon
LIS,city,Lisbon,Europe/Lisbon
LIS,airport,Portela,Europe/Lisbon
NTO,city,Santo Antao,Europe/Lisbon
NTO,airport,Santo Antao,Europe/Lisbon
OPO,airport,Francisco Síç Carneiro,Europe/Lisbon
OPO,city,Porto,Europe/Lisbon
PRM,city,Portimao,Europe/Lisbon
PRM,airport,Portimao,Europe/Lisbon
SIE,city,Sines,Europe/Lisbon
SIE,airport,Sines,Europe/Lisbon
SMA,city,Santa Maria,Europe/Lisbon
SMA,airport,Vila Do Porto,Europe/Lisbon
VRL,city,Vila Real,Europe/Lisbon
VRL,airport,Vila Real,Europe/Lisbon
VSE,city,Viseu,Europe/Lisbon
VSE,airport,Viseu,Europe/Lisbon
ZYD,airport,Lisbon TP,Europe/Lisbon
ZYF,airport,Faro TP,Europe/Lisbon
CEJ,city,Chernigov,Europe/Kiev
CEJ,airport,Chernigov,Europe/Kiev
IEV,airport,Zhulyany,Europe/Kiev
KBP,city,Kiev,Europe/Kiev
KBP,airport,Boryspil (Borispol),Europe/Kiev
MXR,city,Mirgorod,Europe/Kiev
MXR,airport,Mirgorod,Europe/Kiev
UMY,city,Sumy,Europe/Kiev
UMY,airport,Sumy,Europe/Kiev
VIN,city,Vinnica,Europe/Kiev
VIN,airport,Vinnica,Europe/Kiev
BQS,airport,Blagoveschensk,Europe/Kaliningrad
BQS,city,Blagoveschensk,Europe/Kaliningrad
CKH,airport,Chokurdah,Europe/Kaliningrad
CKH,city,Chokurdah,Europe/Kaliningrad
CKL,city,Chkalovsky,Europe/Kaliningrad
CKL,airport,Chkalovsky,Europe/Kaliningrad
CNN,city,Chulman,Europe/Kaliningrad
CNN,airport,Chulman,Europe/Kaliningrad
EIE,city,Eniseysk,Europe/Kaliningrad
EIE,airport,Eniseysk,Europe/Kaliningrad
HTG,city,Hatanga,Europe/Kaliningrad
HTG,airport,Hatanga,Europe/Kaliningrad
KGD,airport,Khrabrovo,Europe/Kaliningrad
KGD,city,Kaliningrad,Europe/Kaliningrad
OKT,city,Oktiabrskij,Europe/Kaliningrad
OKT,airport,Oktiabrskij,Europe/Kaliningrad
PVX,city,Provedenia,Europe/Kaliningrad
PVX,airport,Provedenia,Europe/Kaliningrad
PYJ,airport,Polyarnyj,Europe/Kaliningrad
PYJ,city,Polyarnyj,Europe/Kaliningrad
SWT,city,Strzhewoi,Europe/Kaliningrad
SWT,airport,Strzhewoi,Europe/Kaliningrad
JER,city,Jersey,Europe/Jersey
JER,airport,Jersey,Europe/Jersey
ADA,airport,Adana,Europe/Istanbul
ADA,city,Adana,Europe/Istanbul
ADB,airport,Adnan Menderes Airport,Europe/Istanbul
ADF,airport,Adiyaman,Europe/Istanbul
ADF,city,Adiyaman,Europe/Istanbul
AFY,city,Afyon,Europe/Istanbul
AFY,airport,Afyon,Europe/Istanbul
ANK,airport,Etimesgut,Europe/Istanbul
AOE,airport,Anadolu University,Europe/Istanbul
ASR,city,Kayseri,Europe/Istanbul
ASR,airport,Erkilet International Airport,Europe/Istanbul
AYT,airport,Antalya,Europe/Istanbul
AYT,city,Antalya,Europe/Istanbul
BAL,airport,Batman,Europe/Istanbul
BAL,city,Batman,Europe/Istanbul
BDM,airport,Bandirma,Europe/Istanbul
BDM,city,Bandirma,Europe/Istanbul
BJV,airport,Milas,Europe/Istanbul
BJV,city,Milas,Europe/Istanbul
BTZ,city,Bursa,Europe/Istanbul
BTZ,airport,Bursa Airport,Europe/Istanbul
BXN,airport,Imsik Airport,Europe/Istanbul
BXN,city,Bodrum,Europe/Istanbul
CKZ,city,Canakkale,Europe/Istanbul
CKZ,airport,Canakkale,Europe/Istanbul
DIY,airport,Diyarbakir,Europe/Istanbul
DIY,city,Diyarbakir,Europe/Istanbul
DLM,city,Dalaman,Europe/Istanbul
DLM,airport,Dalaman,Europe/Istanbul
DNZ,airport,Cardak,Europe/Istanbul
DNZ,city,Denizli,Europe/Istanbul
EDO,city,Edremit,Europe/Istanbul
EDO,airport,Edremit/korfez,Europe/Istanbul
ERC,airport,Erzincan,Europe/Istanbul
ERC,city,Erzincan,Europe/Istanbul
ERZ,city,Erzurum,Europe/Istanbul
ERZ,airport,Erzurum Hava Alani,Europe/Istanbul
ESB,airport,Esenboga International,Europe/Istanbul
ESB,city,Ankara,Europe/Istanbul
ESK,airport,Eskisehir,Europe/Istanbul
ESK,city,Eskisehir,Europe/Istanbul
EZS,city,Elazig,Europe/Istanbul
EZS,airport,Elazig,Europe/Istanbul
GEB,city,Gebe,Europe/Istanbul
GEB,airport,Gebe,Europe/Istanbul
GNY,airport,Sanliurfa Airport,Europe/Istanbul
GZT,airport,Gaziantep,Europe/Istanbul
GZT,city,Gaziantep,Europe/Istanbul
HTY,city,Antakya,Europe/Istanbul
HTY,airport,Hatay,Europe/Istanbul
